RESULTATS: ./out
0:00.63,0:00.62,0:00.61,0:00.61,0:00.62,
0:07.03,0:05.62,0:05.85,0:06.21,0:07.20,
0:02.23,0:02.19,0:02.17,0:02.20,0:02.19,
0:04.28,0:03.98,0:04.30,0:04.01,0:03.92,
0:03.84,0:04.00,0:04.21,0:03.88,0:04.23,
0:04.24,0:04.12,0:04.06,0:04.01,0:03.80,
0:03.10,0:02.52,0:03.42,0:03.99,0:03.62,
0:02.56,0:03.06,0:03.35,0:03.15,0:03.36,
