RESULTATS: ./c-pTASREAL.o
1:13.68,1:50.43,1:51.10,1:48.44,1:51.10,
0:39.84,0:41.12,0:41.49,0:37.60,0:40.09,
0:39.20,0:39.17,0:38.71,0:39.37,0:38.66,
0:36.41,0:36.61,0:36.43,0:35.86,0:36.32,
0:36.37,0:36.27,0:36.43,0:35.96,0:36.54,
0:36.03,0:36.24,0:34.29,0:36.25,0:36.32,
0:36.13,0:36.65,0:35.88,0:36.38,0:36.40,
0:34.53,0:36.34,0:34.58,0:36.74,0:36.40,
