RESULTATS: ./testAndSet.o
0:01.26,0:01.26,0:01.27,0:01.26,0:01.27,
0:01.35,0:01.44,0:01.39,0:01.37,0:01.36,
0:03.42,0:03.48,0:03.41,0:03.63,0:03.61,
0:06.68,0:06.93,0:06.72,0:06.66,0:06.72,
0:08.55,0:08.57,0:08.77,0:08.63,0:08.49,
0:09.70,0:10.15,0:09.30,0:10.33,0:09.91,
0:11.60,0:11.69,0:11.79,0:11.74,0:12.04,
0:13.39,0:13.34,0:14.03,0:15.40,0:15.13,
