RESULTATS: ./phil.o
0:00.20,0:00.20,0:00.20,0:00.19,0:00.20,
0:01.68,0:01.81,0:01.36,0:01.80,0:01.51,
0:02.13,0:02.13,0:02.15,0:02.02,0:02.02,
0:03.05,0:03.13,,0:02.91,0:03.03,
0:05.10,0:05.38,0:05.60,0:06.17,0:05.71,
0:08.58,0:08.42,0:08.25,0:08.82,0:07.76,
0:10.88,0:10.38,0:09.95,0:10.42,0:10.91,
0:13.18,0:15.19,0:16.19,0:14.63,0:15.54,
