RESULTATS: ./r-wTAT.o
0:00.65,0:00.63,0:00.70,0:00.63,0:00.64,
0:07.46,0:07.23,0:07.38,0:06.94,0:07.63,
0:02.49,0:02.46,0:02.67,0:02.50,0:02.84,
0:04.41,0:04.57,0:04.90,0:04.67,0:04.75,
0:05.05,0:04.99,0:04.81,0:05.30,0:05.20,
0:04.71,0:05.45,0:04.69,0:04.71,0:04.91,
0:04.80,0:04.35,0:04.66,0:05.35,0:05.36,
0:05.76,0:05.47,0:05.09,0:05.90,0:05.71,
