RESULTATS: ./test.o
0:01.18,0:01.18,0:01.17,0:01.17,0:01.17,
0:01.26,0:01.27,0:01.24,0:01.25,0:01.26,
0:01.39,0:01.35,0:01.27,0:01.27,0:01.33,
0:01.59,0:01.56,0:01.56,0:01.73,0:01.72,
0:02.08,0:01.83,0:01.97,0:01.93,0:01.92,
0:02.45,0:02.07,0:01.99,0:02.63,0:02.46,
0:03.06,0:02.69,0:02.72,0:02.79,0:02.86,
0:03.15,0:02.57,0:02.88,0:03.01,0:02.90,
