RESULTATS: ./phil.o
0:00.08,0:00.07,0:00.07,0:00.07,0:00.07,
0:01.10,0:01.10,0:01.15,0:01.04,0:01.09,
0:02.16,0:03.55,0:03.24,0:03.24,0:03.40,
0:05.35,0:05.75,0:05.66,0:05.44,0:05.48,
0:08.01,0:07.33,0:08.07,0:07.28,0:07.12,
0:08.77,0:08.12,0:07.97,0:08.10,0:07.60,
0:09.39,0:09.58,0:09.33,0:08.95,0:09.18,
0:10.52,0:10.70,0:10.74,0:10.32,0:09.74,
